Age (months),Gender,Region,Mother_Education,Household_Wealth_Index,Height_cm,Weight_kg
20,1,2,1,0,84.2,12.2
21,1,1,3,1,73.2,11.5
7,1,0,2,1,89.4,19.7
1,1,4,2,1,79.8,7.7
7,1,1,1,0,64.6,9.0
51,1,4,3,1,76.1,12.1
28,0,0,1,0,60.2,16.6
32,1,2,0,2,70.6,12.6
8,0,4,1,2,72.4,6.7
27,1,1,3,1,61.0,15.7
57,1,4,0,2,62.3,6.6
29,1,2,3,1,99.1,10.3
55,1,2,3,0,97.0,16.7
40,0,1,2,0,67.9,16.6
11,0,0,2,0,93.1,7.1
52,0,4,3,0,105.9,6.2
8,1,4,3,0,82.1,20.0
36,0,3,1,1,84.7,17.6
42,1,1,0,1,87.3,18.3
47,1,4,0,2,105.9,7.3
5,0,3,3,2,96.6,12.3
59,0,4,0,0,88.5,13.8
38,0,2,2,1,99.8,9.1
45,1,4,1,1,90.8,5.3
27,0,2,2,2,68.9,15.8
7,0,3,3,2,61.4,5.8
24,1,2,3,1,96.7,14.6
20,1,2,1,0,99.6,15.4
19,1,1,2,2,65.7,18.4
43,1,4,0,1,95.0,10.5
56,0,2,3,1,90.6,7.8
11,0,0,2,2,80.4,13.9
50,1,2,2,2,78.5,18.0
2,0,4,0,0,98.6,18.8
5,1,1,2,1,84.2,19.9
40,1,1,2,0,84.7,19.8
26,0,2,1,2,89.2,12.9
41,0,0,1,1,93.2,13.0
51,0,2,3,2,95.3,13.0
7,0,3,3,0,108.9,14.6
6,1,4,1,0,67.5,14.8
17,1,0,1,2,74.8,16.7
39,1,3,2,0,95.0,10.6
17,1,1,0,2,61.3,6.3
36,0,3,3,0,102.2,9.4
3,0,2,1,0,108.1,5.4
56,1,1,3,1,92.5,6.5
12,1,0,0,1,99.1,10.9
50,1,2,1,2,76.4,12.7
18,0,2,2,2,72.1,8.0
4,1,2,0,1,81.2,12.0
41,0,1,3,1,72.2,19.4
28,1,2,1,0,93.3,19.7
41,1,3,3,2,60.5,14.7
36,0,0,0,1,68.5,5.5
22,0,1,0,0,71.1,12.9
52,0,0,2,2,77.7,6.0
39,1,4,0,0,107.4,6.7
1,0,1,1,0,99.3,15.8
42,1,0,0,0,70.1,8.7
0,1,0,1,1,67.5,13.1
53,1,2,0,1,68.5,8.4
4,1,2,1,1,62.1,20.0
2,1,1,3,2,94.9,18.3
2,0,1,3,0,94.8,5.6
38,0,1,0,0,89.0,9.6
6,1,2,3,2,97.1,10.7
17,1,1,2,1,71.7,19.7
48,1,3,1,0,105.4,14.0
41,1,0,1,2,78.1,5.1
12,1,2,2,0,91.6,18.1
15,1,4,0,1,64.0,17.9
29,0,1,2,1,95.5,11.9
24,1,2,1,1,60.8,5.7
19,0,0,1,0,61.1,14.0
49,1,4,0,1,90.0,11.9
9,1,3,2,2,66.2,19.4
55,1,3,3,2,81.4,17.9
27,1,2,0,1,73.9,16.6
58,0,1,0,2,102.2,6.3
48,1,1,1,2,77.8,12.5
9,0,4,1,2,97.0,10.6
6,0,2,2,0,105.0,17.3
6,1,3,1,2,100.5,19.5
40,1,3,0,0,80.0,15.5
10,1,2,3,1,102.1,17.1
9,1,2,0,2,74.9,13.1
20,1,3,1,2,72.9,9.6
30,1,1,2,1,77.9,12.6
8,0,4,3,1,68.2,5.9
20,1,4,1,1,109.3,7.4
43,0,0,1,1,71.9,18.0
55,1,1,3,2,94.8,11.4
14,0,1,1,2,75.8,8.9
55,1,1,1,0,76.5,7.4
4,0,4,0,2,99.3,14.9
38,1,0,0,2,78.1,19.8
48,0,3,2,1,62.1,14.8
5,0,4,3,2,98.7,18.4
31,1,3,3,0,88.6,7.0
58,1,0,2,0,84.2,16.5
53,0,4,1,1,100.2,19.7
54,1,4,2,1,83.0,8.3
15,0,1,0,1,85.7,12.0
2,1,3,2,0,70.9,16.2
13,0,2,2,1,66.2,11.3
56,1,1,2,1,90.0,11.2
38,1,2,2,2,68.2,11.6
20,1,0,0,0,105.5,13.8
16,1,0,0,1,65.3,7.0
54,0,2,3,1,95.0,12.6
50,0,3,1,1,74.5,6.1
7,0,1,0,1,61.3,11.0
8,1,3,2,2,82.3,8.6
55,1,3,3,1,101.2,8.7
50,1,3,1,0,93.0,10.3
8,1,1,2,0,90.3,6.6
5,0,3,3,1,104.2,10.8
42,0,2,2,0,84.9,7.6
37,0,2,3,1,78.2,7.5
41,0,2,3,0,105.7,12.6
42,1,0,2,0,75.4,15.6
52,0,0,2,1,103.3,8.0
8,0,4,1,2,86.0,17.2
51,1,3,2,1,74.5,19.1
7,0,4,2,2,96.2,18.3
42,0,3,3,2,69.8,13.9
40,0,3,3,0,93.9,18.5
23,0,3,1,1,65.2,16.7
50,0,1,1,2,80.6,16.8
29,0,3,0,1,65.6,6.2
38,1,4,0,0,93.8,6.3
15,0,2,1,2,89.0,7.5
24,0,0,0,0,64.7,16.9
57,0,2,0,2,70.9,14.5
28,1,3,0,0,88.5,18.6
8,1,0,1,1,104.3,8.9
8,1,1,3,0,64.3,9.6
19,1,1,2,0,70.4,14.6
20,0,2,3,0,102.8,15.5
35,0,2,3,1,62.9,19.6
10,0,3,0,0,70.2,11.1
20,0,3,1,2,87.2,11.1
20,0,2,0,1,101.4,5.5
18,0,3,3,2,84.5,10.8
46,0,1,1,2,105.6,19.9
56,0,1,0,1,64.7,13.9
2,0,3,0,1,75.5,7.9
19,0,4,2,2,84.2,5.6
10,1,1,2,1,104.4,6.6
11,1,1,2,1,71.0,12.7
49,1,2,3,1,75.8,18.4
43,0,2,2,2,68.4,19.5
35,0,1,3,1,89.9,10.1
14,0,0,0,2,73.6,6.7
19,1,3,0,0,105.8,14.1
41,0,0,2,2,63.5,11.3
8,1,2,3,1,92.4,14.8
12,0,3,0,1,69.0,8.4
17,1,1,3,0,98.0,12.8
36,1,2,1,1,107.8,17.4
48,1,1,1,0,102.4,16.4
37,1,2,0,1,85.5,16.1
53,1,3,3,2,96.8,11.7
37,1,2,1,1,79.6,10.7
47,0,4,2,0,94.1,17.4
10,1,0,1,2,92.6,14.8
13,1,1,2,2,85.5,15.2
45,0,2,2,1,103.1,11.7
59,1,0,3,1,97.8,15.5
24,1,3,0,0,107.6,15.7
32,1,3,0,0,105.7,10.7
57,1,2,3,0,65.9,9.4
18,1,0,1,2,62.3,13.8
48,0,1,1,0,99.8,6.7
13,0,3,2,0,80.7,11.5
1,1,0,0,2,102.1,15.3
40,0,1,2,2,74.6,14.5
18,0,0,0,0,68.0,6.1
48,1,3,2,1,109.3,13.1
5,1,3,2,1,103.6,18.9
30,1,3,2,1,108.4,11.8
26,0,1,1,2,74.9,14.5
54,1,3,0,0,91.6,6.0
9,0,4,1,2,102.1,16.0
36,1,2,3,2,77.9,8.5
16,0,2,2,2,71.8,17.7
16,0,0,2,0,83.2,13.8
50,0,4,0,0,106.7,15.8
40,1,3,3,1,92.6,6.2
52,0,1,3,1,105.3,11.8
31,0,4,3,1,104.9,14.0
21,1,0,2,2,86.2,19.9
14,1,0,3,2,106.7,15.5
50,1,0,3,1,75.1,12.6
36,1,2,0,2,73.6,18.1
35,1,0,2,0,67.6,7.2
45,1,0,3,2,73.7,16.8
19,0,0,2,0,91.8,7.0
10,0,2,3,1,80.3,10.7
16,1,0,2,2,89.3,13.7
52,0,3,2,1,87.0,15.3
45,0,2,2,0,88.2,11.0
51,1,0,2,2,67.0,19.1
31,1,2,0,0,105.8,11.1
24,0,1,3,1,92.9,16.3
0,1,1,0,1,75.4,7.5
42,1,4,1,0,75.2,15.2
9,0,2,1,2,80.5,10.4
31,1,1,3,2,83.2,11.6
55,1,1,1,2,60.1,18.8
58,0,3,2,0,83.5,13.6
48,1,3,0,1,71.5,9.7
42,1,2,0,0,82.6,5.3
59,0,4,3,0,84.0,19.6
41,0,3,0,1,60.9,9.6
19,0,0,3,1,91.5,8.3
24,1,3,3,1,92.3,5.9
52,1,1,2,1,107.2,17.4
29,0,3,1,1,94.1,10.3
9,1,4,2,1,96.1,14.7
26,0,2,3,1,73.2,15.6
28,1,3,0,2,90.1,7.0
19,1,0,2,0,87.9,5.4
6,0,2,0,1,81.0,10.7
30,0,4,3,1,92.5,8.1
56,1,0,1,0,79.8,17.1
39,0,0,3,2,103.1,13.6
16,1,3,1,1,109.7,8.4
42,1,0,3,2,60.4,18.4
34,0,0,2,0,77.7,12.2
53,0,3,2,2,109.6,15.4
1,0,0,0,2,90.4,12.7
35,1,3,1,2,87.5,8.6
21,1,0,1,2,61.0,17.4
18,0,3,1,0,82.5,8.0
59,0,3,3,2,74.3,11.0
41,1,0,2,0,63.2,12.3
53,0,0,1,1,90.1,11.9
16,0,4,2,1,96.1,15.8
2,0,0,2,1,81.6,6.9
30,0,4,1,2,82.7,9.6
12,0,1,0,0,81.5,15.4
19,1,4,1,1,79.5,9.0
19,0,2,0,1,91.2,7.2
43,0,1,0,0,83.6,17.7
38,1,4,0,1,94.2,9.8
20,0,1,0,1,79.4,14.9
35,0,2,3,2,102.9,8.0
10,1,2,2,1,66.0,17.2
35,0,2,0,1,94.7,18.5
18,0,0,1,0,90.7,19.0
43,1,1,1,1,104.7,8.2
52,0,3,3,1,82.3,7.6
7,0,2,3,0,97.5,11.6
21,1,4,2,0,71.5,8.0
58,1,3,2,1,84.8,5.3
40,1,0,0,0,65.0,19.7
19,0,4,3,0,109.5,11.1
46,1,1,0,1,75.1,15.1
59,0,3,1,0,65.4,11.2
24,1,0,2,1,103.2,17.8
49,1,1,1,1,77.0,5.2
57,0,1,1,2,105.0,9.2
6,1,2,2,0,75.5,14.6
40,0,1,2,2,107.6,13.3
19,0,3,1,0,103.2,11.3
51,0,4,0,0,99.6,11.3
7,0,3,3,0,82.5,15.7
56,1,4,2,0,81.5,14.9
12,1,1,1,0,91.9,12.7
44,0,2,0,1,66.2,5.3
11,1,0,3,1,108.7,8.6
54,1,0,0,2,83.3,11.4
4,1,0,0,0,70.0,15.6
10,0,1,0,1,60.5,17.5
32,1,1,2,1,101.8,17.0
13,1,3,1,2,108.9,8.5
3,1,2,1,0,70.5,9.0
16,0,0,0,1,91.2,11.7
36,1,4,3,2,106.1,15.2
9,0,4,2,1,86.7,19.5
56,1,0,0,0,78.4,17.4
9,0,0,2,0,65.1,5.4
19,0,0,1,2,83.4,19.5
8,0,3,3,1,109.6,17.7
54,1,3,3,1,61.5,12.8
0,0,0,2,0,88.7,6.1
16,1,1,3,1,91.9,11.1
18,1,4,1,0,91.0,13.8
7,1,4,2,0,101.0,7.0
57,1,2,2,0,99.7,19.9
55,0,3,3,2,89.7,15.1
44,0,3,2,2,91.6,19.9
38,0,1,0,0,93.8,17.4
51,1,4,1,0,103.7,14.5
38,1,4,2,2,101.5,11.8
6,0,0,0,1,68.1,17.9
46,1,2,3,0,96.2,19.6
25,0,0,0,2,82.3,6.4
13,0,2,2,2,73.3,8.2
4,1,4,2,1,108.2,13.9
37,1,2,3,0,72.3,12.3
30,0,3,3,1,80.1,5.6
43,1,4,1,0,97.5,8.0
11,1,1,0,2,95.7,14.6
41,0,3,2,2,62.5,10.1
1,1,4,3,2,81.4,10.9
8,1,3,1,2,84.9,19.0
37,1,2,2,2,74.4,14.0
59,1,1,0,1,83.8,11.2
19,0,2,0,1,103.9,8.9
53,0,3,3,1,77.7,15.0
16,1,1,1,1,84.6,14.0
46,0,3,2,1,79.4,18.4
7,1,1,3,1,85.4,13.0
35,1,3,2,2,64.4,16.7
28,0,4,2,2,92.6,8.7
0,1,2,1,1,102.5,16.4
33,0,1,2,1,61.9,10.3
46,0,3,2,2,88.0,19.7
38,0,1,1,0,75.1,14.7
10,0,4,0,1,87.6,16.2
5,1,4,0,2,66.4,12.2
59,0,3,1,0,86.9,15.4
56,1,4,2,0,89.6,10.0
34,0,1,3,2,109.2,13.4
30,0,0,3,1,68.0,5.9
2,0,3,2,1,101.7,10.5
43,0,0,2,0,90.5,15.9
20,0,3,1,1,84.1,11.6
25,0,2,2,0,86.8,18.4
4,1,1,1,2,79.9,14.3
9,1,3,3,2,88.3,5.9
29,0,4,2,1,83.3,18.6
28,1,0,2,2,102.3,15.4
17,0,4,2,1,97.6,6.0
53,0,0,0,0,91.6,9.0
0,0,4,1,2,87.3,9.9
24,1,3,0,1,67.1,18.5
17,0,2,1,0,65.6,19.9
40,0,1,1,0,107.0,7.2
52,0,3,2,0,81.7,18.5
53,0,3,3,1,80.9,18.2
31,1,4,3,2,78.1,5.9
2,1,1,1,1,105.2,7.3
20,0,0,3,1,76.6,18.8
0,0,1,0,0,99.1,12.9
42,1,3,1,0,81.7,8.5
29,0,2,2,2,75.3,19.0
38,0,0,1,1,62.1,16.1
0,0,1,3,1,90.8,5.9
59,0,1,1,0,104.6,9.2
37,1,2,3,2,60.3,7.6
27,1,3,3,0,93.0,6.0
16,1,4,2,1,79.9,16.5
30,1,2,2,2,92.2,11.7
26,0,2,2,2,89.4,10.8
31,1,3,0,0,74.5,18.9
12,0,3,3,1,61.6,9.6
21,0,3,2,0,64.7,13.4
58,0,1,2,0,80.6,13.2
9,0,2,3,0,89.7,7.0
59,1,3,3,1,60.2,5.8
11,0,4,0,2,94.1,7.6
58,0,3,1,1,102.3,17.2
20,0,2,0,2,107.1,17.5
19,1,4,2,0,107.9,15.1
19,0,3,1,2,84.5,9.5
44,1,3,3,0,98.8,17.2
55,1,4,3,2,91.9,12.4
24,1,0,1,2,105.7,19.1
41,1,4,1,0,95.4,14.9
18,1,1,1,1,80.1,15.5
58,0,2,0,1,60.4,7.1
28,0,3,1,2,81.2,16.7
26,1,3,1,0,100.2,18.5
8,0,3,1,1,99.7,18.4
15,0,1,3,2,69.8,13.2
23,0,4,1,0,65.8,5.0
7,1,3,1,1,101.6,14.1
10,1,3,3,1,74.1,19.3
55,0,1,1,0,82.5,8.8
11,0,2,2,2,74.6,16.6
35,1,1,0,2,84.7,18.8
57,0,1,1,2,98.0,7.6
22,0,1,3,0,94.7,6.6
7,1,3,0,1,107.7,17.3
1,1,2,3,0,81.7,19.6
3,1,0,3,2,107.8,9.6
19,1,4,3,2,103.0,19.4
33,1,2,3,2,96.0,11.9
7,1,2,2,2,79.7,9.5
57,1,2,0,0,83.4,16.2
49,0,3,3,0,75.1,13.6
43,0,0,0,1,65.4,15.0
18,0,4,3,1,83.5,16.5
28,1,0,0,1,93.2,10.7
36,0,2,3,0,109.1,5.4
40,0,4,1,1,74.0,9.3
3,0,0,3,2,92.2,8.9
50,0,3,1,2,72.4,17.9
51,0,1,2,2,82.8,16.5
27,0,4,2,0,107.9,10.3
10,0,3,0,0,100.3,17.0
59,1,2,3,1,62.2,13.4
20,0,3,0,1,89.1,8.1
56,0,1,3,0,90.1,17.4
24,0,3,3,1,69.9,11.9
7,1,4,1,1,74.1,18.0
25,0,0,2,2,98.8,18.0
26,0,4,1,1,98.9,14.9
15,1,2,0,1,71.2,10.2
36,1,4,1,2,83.6,10.0
38,0,4,2,2,98.0,14.8
45,1,0,2,2,96.1,17.0
28,1,1,3,2,82.2,12.6
56,1,0,2,0,83.8,11.6
29,1,1,0,1,109.2,6.4
34,0,4,0,1,90.8,14.2
43,0,4,3,1,78.0,8.1
34,1,1,1,2,76.1,8.0
30,0,3,2,2,96.9,14.4
4,1,2,1,1,63.1,12.8
48,0,3,2,2,61.9,16.7
58,1,2,1,2,72.0,10.0
38,0,2,1,1,84.4,9.3
3,1,1,2,1,60.6,9.0
41,0,3,0,1,97.6,9.4
3,1,1,0,1,74.4,9.7
59,0,3,3,2,60.2,8.3
49,1,0,0,0,84.9,9.5
29,0,3,0,1,63.1,5.3
59,0,0,1,2,108.9,5.7
48,0,0,0,0,62.3,9.7
38,0,0,0,2,63.3,7.9
37,1,4,2,2,89.3,17.3
10,0,1,1,1,61.7,11.6
21,1,1,3,1,78.5,12.5
24,0,3,3,2,62.6,13.5
39,0,0,3,2,76.9,7.9
22,1,0,1,0,89.4,10.5
5,1,4,3,0,92.6,15.2
28,1,0,0,1,63.7,5.7
16,0,3,2,2,78.1,13.8
4,0,1,2,2,101.3,11.4
2,1,1,2,1,87.3,9.2
44,1,2,3,1,91.5,19.0
1,0,3,3,0,61.9,10.4
45,0,2,1,0,72.4,14.0
21,0,3,1,1,81.2,16.8
4,0,4,1,1,67.7,12.5
1,0,1,1,1,70.9,10.5
31,1,0,0,0,75.7,7.9
31,0,0,2,1,85.3,14.9
50,1,1,1,2,76.5,5.8
7,0,2,2,1,69.7,19.5
40,0,1,0,1,71.4,16.1
2,1,2,2,2,85.0,9.3
54,0,1,1,2,99.8,8.5
56,0,0,0,1,77.1,16.1
28,1,4,0,2,70.5,9.1
9,0,1,2,2,65.0,18.8
52,1,3,0,1,101.5,14.9
20,1,3,1,0,63.7,6.9
2,0,3,1,1,73.2,9.6
59,0,2,0,1,94.4,7.6
21,1,3,3,2,73.5,18.7
28,0,4,1,2,99.9,16.3
8,1,3,3,0,93.6,8.7
52,1,1,2,0,91.4,12.9
43,1,2,0,2,96.1,14.7
46,1,1,1,1,100.0,17.4
42,1,1,3,0,79.6,10.4
54,0,3,3,1,71.0,15.5
19,1,4,0,0,89.7,18.6
7,0,4,0,0,94.3,8.0
38,0,0,3,0,62.5,18.8
25,0,3,1,0,71.7,11.6
41,1,0,0,1,95.1,16.5
43,0,3,3,0,80.1,15.8
29,1,1,2,0,105.1,7.2
36,0,3,1,0,66.4,11.1
18,0,3,0,0,89.4,15.0
35,1,2,2,1,83.3,9.6
46,1,4,2,0,89.6,18.1
47,0,3,2,1,102.8,8.2
5,0,4,1,1,106.8,17.2
36,0,1,1,0,105.4,9.4
45,0,0,3,1,99.2,14.8
50,0,1,2,2,86.6,5.1
7,1,3,2,0,103.5,14.1
4,0,0,3,1,83.8,13.7
40,0,4,3,2,62.6,9.3
43,1,3,1,0,109.8,5.3
59,0,3,3,2,103.0,6.7
24,1,4,1,2,92.4,18.9
19,1,1,2,0,68.0,20.0
51,1,1,2,0,106.1,18.2
14,1,4,0,0,91.9,18.3
22,0,2,0,0,101.3,7.0
56,0,1,3,1,91.1,8.4
38,0,2,2,0,68.0,9.3
32,1,2,3,2,92.3,5.9
42,1,0,1,0,102.8,15.3
10,0,0,0,0,104.0,10.5
34,1,4,2,0,101.7,17.4
59,0,2,3,0,74.5,7.4
12,1,4,0,0,82.2,17.7
43,0,0,3,1,84.3,10.4
32,0,1,1,0,81.0,10.5
50,1,1,2,0,86.4,16.2
37,0,3,3,0,97.1,9.4
43,0,3,0,2,80.2,17.6
32,1,1,2,1,80.6,14.1
47,0,2,3,1,89.7,18.4
48,1,0,3,1,68.7,15.7
43,1,4,3,1,71.9,13.9
29,0,0,3,0,96.6,7.5
39,0,3,2,2,65.4,9.2
24,1,1,2,0,81.6,8.6
47,1,1,3,2,63.5,17.6
21,1,1,0,2,83.9,8.8
29,0,1,0,2,87.1,9.9
51,1,3,0,1,77.7,14.1
30,0,4,3,1,106.7,10.2
44,0,2,0,2,66.9,16.5
27,1,3,2,0,95.0,10.6
15,1,0,3,2,75.2,15.3
21,0,1,2,0,94.2,18.1
5,1,3,2,2,75.0,12.6
11,0,4,3,2,83.4,16.3
50,1,1,3,2,103.7,11.5
53,1,2,1,2,107.5,5.4
36,1,1,0,1,108.0,18.2
1,1,2,1,2,78.4,11.9
9,1,0,3,2,74.0,17.2
38,0,2,2,1,82.3,7.6
18,1,2,1,0,106.2,6.0
15,0,1,2,1,96.1,13.3
16,0,1,0,0,91.0,11.4
13,0,2,0,2,90.3,6.9
50,0,4,1,1,62.5,17.1
15,1,1,3,1,68.4,11.2
12,0,1,0,0,69.1,17.6
15,1,2,0,1,89.5,13.7
2,0,2,2,1,109.9,17.1
0,1,2,0,2,68.3,17.6
15,1,3,1,2,101.6,5.4
49,1,4,3,0,61.2,9.9
28,0,2,3,0,98.8,7.5
21,1,4,0,1,108.3,5.8
54,1,2,1,1,93.2,18.9
1,0,3,0,1,100.1,11.3
8,1,2,1,1,96.7,13.2
50,1,1,0,1,104.0,15.4
2,1,0,0,1,68.5,7.4
44,0,1,1,1,70.2,12.5
33,1,3,2,2,77.0,9.0
57,1,4,0,2,86.8,14.0
58,0,0,3,0,66.1,5.1
35,1,4,0,2,64.1,17.6
19,1,2,3,0,93.1,18.3
52,0,3,1,2,107.6,14.4
30,1,2,0,2,72.0,19.6
7,0,1,0,1,103.1,12.9
59,1,4,3,2,82.2,7.5
43,0,4,2,2,85.8,11.2
42,1,3,1,0,97.7,9.8
6,1,1,3,1,75.0,11.3
20,1,2,1,0,96.7,17.0
1,1,0,3,0,66.9,11.8
1,0,4,0,0,106.5,9.0
59,1,0,1,2,107.9,15.6
24,1,4,0,1,104.7,10.8
2,1,4,3,0,94.9,15.1
28,0,2,2,2,100.6,11.9
33,1,2,3,0,73.5,8.3
24,0,2,2,1,106.4,7.9
18,0,3,0,0,82.5,13.5
44,0,0,1,2,74.1,15.5
1,1,4,2,0,71.1,17.6
53,0,2,0,0,94.3,19.2
52,1,0,2,1,60.5,11.0
10,1,0,3,1,89.0,10.5
55,0,1,3,1,102.6,14.9
49,1,4,1,0,95.1,11.8
14,0,4,2,1,76.1,18.1
18,1,3,2,0,90.7,12.7
3,0,3,3,0,103.4,16.2
16,0,0,1,0,108.2,17.6
33,1,4,2,2,74.1,11.3
56,1,2,0,0,77.5,15.9
54,0,0,3,1,75.7,17.2
1,1,4,1,1,91.6,13.6
37,1,4,1,2,78.9,16.7
45,1,0,2,1,60.8,17.3
49,0,0,0,2,72.3,10.8
43,1,0,0,1,95.0,19.3
33,0,1,3,1,73.8,14.6
45,1,0,0,0,103.1,19.0
12,0,0,0,2,90.2,9.3
24,1,2,3,2,67.7,7.5
52,1,1,3,0,86.9,10.8
53,1,0,3,0,101.3,17.4
29,1,2,1,1,64.5,8.4
59,0,1,1,0,75.0,7.5
12,0,4,1,0,85.9,8.2
39,1,4,0,1,67.0,17.7
43,1,3,0,2,71.9,6.5
52,0,1,2,2,84.6,14.8
28,0,4,2,2,74.2,13.6
52,0,4,0,2,76.1,8.5
50,0,3,1,1,91.9,17.5
16,0,3,2,2,73.1,13.8
47,0,3,3,0,100.5,5.6
56,1,0,3,1,92.0,10.9
55,0,1,0,2,98.5,11.0
0,1,3,1,1,84.6,12.9
48,0,2,2,2,83.8,11.5
1,1,3,3,0,69.5,13.0
0,1,3,0,0,107.8,15.4
31,0,0,1,0,95.2,6.1
13,1,3,0,1,75.7,8.9
44,1,4,3,0,92.7,11.2
41,1,1,0,1,70.6,7.5
20,0,4,3,2,103.7,11.9
6,0,3,0,1,69.3,15.7
4,0,4,3,2,85.4,9.8
41,0,4,2,2,100.9,8.7
39,1,1,3,2,109.5,15.5
7,0,0,2,0,87.4,5.6
52,1,4,2,1,101.1,19.5
13,1,2,3,0,87.4,13.7
11,1,2,0,0,96.5,13.8
40,1,1,3,1,105.3,15.6
56,1,3,1,0,108.1,17.2
11,0,2,1,2,88.8,6.1
36,0,4,2,1,81.8,16.4
39,1,0,2,1,109.3,14.9
10,1,1,1,1,72.6,11.4
21,1,0,2,2,109.4,16.9
55,0,2,3,1,92.7,12.3
53,1,1,2,1,75.2,5.8
44,0,3,1,2,83.5,16.1
41,1,1,3,2,81.6,18.5
59,1,4,3,1,73.2,16.9
7,0,2,3,2,106.7,5.4
33,1,3,1,2,104.6,6.0
45,0,3,0,1,81.1,5.9
55,0,4,0,2,67.4,5.7
48,0,4,0,0,86.5,7.7
38,0,1,2,1,97.2,14.0
8,0,4,2,2,109.9,12.9
53,1,3,3,0,81.1,5.7
40,0,0,3,0,63.4,9.9
30,1,0,0,0,72.3,9.8
30,0,1,1,0,71.0,5.8
20,1,3,2,2,80.2,19.9
11,0,2,1,2,73.9,13.7
45,1,0,0,0,82.2,12.5
10,1,1,1,0,60.6,13.2
28,1,1,0,2,79.9,9.0
15,0,4,2,0,80.9,8.6
45,0,0,2,0,66.5,10.4
54,1,4,0,1,79.8,7.8
3,0,2,2,1,66.5,7.7
39,0,1,1,0,99.2,12.9
8,1,2,0,0,91.6,18.5
14,1,2,3,0,77.0,15.0
8,1,2,3,2,82.0,6.6
27,0,4,2,1,84.6,19.4
17,1,3,3,1,81.8,19.0
20,0,2,0,0,61.0,9.6
50,1,4,1,0,88.2,18.4
22,0,4,3,2,98.0,12.8
24,1,3,3,1,69.6,12.7
20,0,4,3,0,69.3,19.3
48,0,3,2,0,63.7,7.9
18,1,4,0,1,83.0,19.7
1,1,4,1,2,103.2,12.8
24,0,1,3,0,86.1,11.8
50,1,1,2,2,101.8,5.1
20,0,3,0,1,70.9,8.3
2,0,3,3,0,86.0,9.3
50,0,0,3,0,76.8,9.9
20,0,4,0,0,82.1,11.3
7,1,0,1,0,67.5,18.2
24,0,0,3,1,100.0,6.6
28,1,1,1,2,64.6,16.0
55,0,3,1,0,64.7,9.7
19,1,3,1,2,60.2,10.1
0,1,2,0,1,73.6,16.7
51,0,2,1,0,80.8,10.0
33,0,4,0,2,67.8,15.5
51,0,1,0,1,75.8,15.2
4,1,3,1,2,100.3,17.1
51,0,0,2,0,88.0,6.2
0,0,3,2,1,96.7,13.5
35,1,2,0,2,68.1,11.2
0,1,1,0,2,108.6,16.5
39,0,4,1,2,63.9,18.0
46,0,4,3,0,60.9,10.8
45,0,4,2,1,62.9,9.3
28,1,4,3,0,91.1,10.4
26,0,4,3,0,84.8,13.9
11,0,3,3,2,60.6,6.2
36,1,3,2,0,90.8,20.0
36,1,4,2,0,96.4,12.8
44,0,0,0,0,71.4,18.2
43,1,2,2,2,95.4,7.1
14,0,4,0,2,85.5,10.5
23,0,1,1,1,79.1,6.8
22,0,3,1,2,69.9,10.9
55,1,2,2,1,81.4,9.3
40,0,2,1,0,101.4,11.2
14,1,0,0,1,103.5,17.6
28,0,3,2,1,95.8,15.6
11,0,3,1,0,62.7,12.0
23,0,1,2,1,83.9,12.6
28,0,3,2,0,67.8,8.7
17,1,2,2,0,81.3,8.9
55,0,0,1,1,86.2,7.7
27,0,0,2,2,77.1,19.9
49,0,1,0,0,83.8,16.3
40,1,4,1,1,85.5,19.0
52,0,1,3,1,76.6,13.0
31,0,1,2,0,95.4,19.7
16,1,2,2,1,66.9,6.4
22,1,3,3,0,97.1,16.6
32,1,3,0,1,69.2,12.3
53,1,3,2,0,85.0,10.0
31,0,3,2,0,77.2,17.5
30,0,0,0,0,77.7,7.9
22,1,4,1,1,105.5,12.1
41,1,3,0,2,74.3,7.7
34,0,3,2,1,69.8,15.9
37,0,4,0,2,72.0,8.8
8,0,2,2,0,69.1,6.5
10,1,0,1,0,86.8,13.7
25,1,3,1,1,62.6,9.6
43,1,4,2,2,101.9,10.2
58,1,2,3,1,80.8,5.4
36,0,1,0,2,106.9,8.0
59,1,4,0,0,79.6,6.6
55,1,4,1,1,80.6,8.4
29,0,3,2,0,102.2,14.1
46,0,4,1,0,63.0,15.8
26,1,2,0,0,96.9,14.3
31,1,3,1,1,95.0,9.9
23,1,1,2,1,79.6,17.8
49,1,3,2,2,102.8,9.1
33,1,0,3,1,105.8,13.0
46,1,4,3,0,105.9,12.6
53,1,4,0,0,66.9,8.0
4,1,1,3,1,82.2,6.5
18,1,1,2,2,90.1,10.1
59,0,0,3,1,77.2,12.6
3,1,1,0,0,108.9,11.5
9,1,3,0,0,95.5,14.6
37,1,3,1,1,99.6,19.9
45,1,4,2,0,75.0,14.5
14,0,1,1,2,95.3,15.3
49,0,3,2,2,107.5,19.8
47,1,0,2,1,106.3,17.0
57,1,0,2,0,83.3,17.3
11,1,4,0,2,60.3,8.0
22,1,3,0,1,67.6,19.7
2,1,4,2,2,99.1,16.9
28,1,2,0,0,78.8,13.8
9,0,2,0,0,63.9,7.5
37,1,4,3,0,93.0,9.0
8,0,0,0,2,80.9,5.5
30,0,3,3,1,81.8,10.9
59,1,3,1,1,84.0,18.4
